duration1,duration2,temperature,humidity,speedlevel
567,566,27.4,58.7,12.2
564,564,27.4,58.8,12.2
591,560,27.4,58.8,12.2
568,560,27.4,58.7,12.2
591,560,27.4,58.7,12.2
568,557,27.4,58.9,12.2
574,584,27.4,58.9,12.2
598,557,27.4,58.9,12.2
574,561,27.4,58.9,12.2
574,561,27.4,58.7,12.2
573,564,27.4,58.7,12.2
568,564,27.4,58.7,12.2
568,591,27.4,58.7,12.2
568,567,27.4,58.7,12.2
568,558,27.4,58.7,12.2
568,560,27.4,58.9,12.2
567,557,27.4,58.9,12.2
568,560,27.4,58.7,12.2
574,560,27.4,58.7,12.2
574,584,27.5,58.9,12.2
573,585,27.5,58.9,12.2
574,560,27.5,58.8,12.2
574,567,27.5,58.8,12.2
574,567,27.4,58.7,12.2
567,566,27.4,58.7,12.2
567,567,27.3,58.9,12.2
567,584,27.3,58.9,12.2
568,566,27.4,58.7,12.2
568,560,27.4,58.7,12.2
594,558,27.4,58.9,12.2
592,585,27.4,58.9,12.2
594,560,27.4,59,12.2
574,560,27.4,59,12.2
574,558,27.4,58.9,12.2
574,560,27.4,58.9,12.2
597,585,27.4,59.1,12.2
574,567,27.4,59.1,12.2
574,567,27.4,58.7,12.2
594,567,27.4,58.7,12.2
567,566,27.4,58.9,12.2
567,564,27.4,58.9,12.2
594,590,27.4,58.9,12.2
594,591,27.4,58.9,12.2
568,567,27.4,58.8,12.2
594,558,27.4,58.8,12.2
594,561,27.4,58.9,12.2
594,560,27.4,58.9,12.2
568,560,27.4,58.8,12.2
600,584,27.4,58.8,12.2
574,558,27.4,58.6,12.2
574,560,27.4,58.6,12.2
574,560,27.4,58.8,12.2
573,566,27.4,58.8,12.2
591,567,27.4,59,12.2
568,566,27.4,59,12.2
568,563,27.4,58.7,12.2
591,567,27.4,58.7,12.2
568,557,27.4,58.9,12.2
567,584,27.4,58.9,12.2
594,557,27.4,58.7,12.2
574,584,27.4,58.7,12.2
574,557,27.4,58.9,12.2
573,557,27.4,58.9,12.2
574,558,27.4,59.1,12.2
573,563,27.4,59.1,12.2
574,566,27.4,59.1,12.2
573,566,27.4,59.1,12.2
574,564,27.4,58.9,12.2
568,564,27.4,58.9,12.2
567,590,27.4,59,12.2
567,564,27.4,59,12.2
567,567,27.4,59.1,12.2
591,558,27.4,59.1,12.2
567,560,27.4,58.9,12.2
567,558,27.4,58.9,12.2
567,557,27.4,59.1,12.2
568,558,27.4,59.1,12.2
574,557,27.4,58.9,12.2
574,557,27.4,58.9,12.2
574,558,27.4,58.8,12.2
573,590,27.4,58.8,12.2
598,564,27.5,58.8,12.2
567,590,27.5,58.8,12.2
568,567,27.5,59.1,12.2
567,566,27.5,59.1,12.2
567,564,27.4,59.1,12.2
568,567,27.4,59.1,12.2
591,563,27.4,58.7,12.2
591,561,27.4,58.7,12.2
567,558,27.4,59.1,12.2
591,558,27.4,59.1,12.2
591,584,27.4,58.9,12.2
594,557,27.4,58.9,12.2
567,584,27.4,59.2,12.2
573,561,27.4,59.2,12.2
597,558,27.5,58.8,12.2
600,561,27.5,58.8,12.2
574,560,27.4,58.9,12.2
600,567,27.4,58.9,12.2
574,564,27.4,58.8,12.2
567,567,27.4,58.8,12.2
568,567,27.4,58.9,12.2
571,567,27.4,58.9,12.2
568,564,27.4,59.1,12.2
568,557,27.4,59.1,12.2
568,560,27.5,58.8,12.2
568,560,27.5,58.8,12.2
591,560,27.4,58.7,12.2
574,558,27.4,58.7,12.2
574,557,27.4,58.9,12.2
574,564,27.4,58.9,12.2
574,567,27.5,59.1,12.2
574,564,27.5,59.1,12.2
574,564,27.5,59.1,12.2
573,590,27.5,59.1,12.2
574,564,27.5,59.2,12.2
567,564,27.5,59.2,12.2
568,591,27.4,59.1,12.2
567,566,27.4,59.1,12.2
568,564,27.4,59.3,12.2
568,588,27.4,59.3,12.2
567,563,27.5,59.1,12.2
567,564,27.5,59.1,12.2
568,558,27.4,59,12.2
567,584,27.4,59,12.2
568,558,27.5,59.2,12.2
567,557,27.5,59.2,12.2
568,560,27.5,58.9,12.2
574,557,27.5,58.9,12.2
574,560,27.4,58.9,12.2
600,561,27.4,58.9,12.2
574,558,27.5,59,12.2
574,563,27.5,59,12.2
574,564,27.5,59.1,12.2
574,566,27.5,59.1,12.2
574,567,27.4,59,12.2
567,563,27.4,59,12.2
591,563,27.4,59,12.2
567,567,27.4,59,12.2
567,590,27.4,58.9,12.2
591,566,27.4,58.9,12.2
568,566,27.5,59.2,12.2
591,560,27.5,59.2,12.2
568,560,27.4,59,12.2
591,561,27.4,59,12.2
591,560,27.4,59,12.2
591,558,27.4,59,12.2
591,585,27.4,58.7,12.2
573,584,27.4,58.7,12.2
574,558,27.5,59.1,12.2
574,560,27.5,59.1,12.2
574,557,27.4,59.1,12.2
574,563,27.4,59.1,12.2
574,563,27.4,59.2,12.2
567,564,27.4,59.2,12.2
567,566,27.4,59.1,12.2
567,567,27.4,59.1,12.2
568,567,27.4,58.9,12.2
568,558,27.4,58.9,12.2
568,584,27.4,59.3,12.2
591,560,27.4,59.3,12.2
568,558,27.4,59.1,12.2
567,561,27.4,59.1,12.2
573,560,27.5,59,12.2
600,561,27.5,59,12.2
574,584,27.4,59.1,12.2
574,560,27.4,59.1,12.2
598,558,27.5,59.2,12.2
574,567,27.5,59.2,12.2
573,567,27.5,59.2,12.2
567,564,27.5,59.2,12.2
594,567,27.5,59.5,12.2
567,566,27.5,59.5,12.2
591,567,27.4,59.3,12.2
567,564,27.4,59.3,12.2
568,590,27.5,59.1,12.2
594,566,27.5,59.1,12.2
567,566,27.4,59.3,12.2
567,558,27.4,59.3,12.2
591,560,27.5,59,12.2
594,558,27.5,59,12.2
591,558,27.4,59.2,12.2
573,558,27.4,59.2,12.2
574,557,27.5,59.2,12.2
574,558,27.5,59.2,12.2
574,560,27.5,59.1,12.2
573,558,27.5,59.1,12.2
574,584,27.5,59,12.2
573,563,27.5,59,12.2
598,567,27.5,59.3,12.2
574,564,27.5,59.3,12.2
574,564,27.5,59.4,12.2
567,564,27.5,59.4,12.2
567,564,27.5,59,12.2
567,590,27.5,59,12.2
567,563,27.5,59.1,12.2
568,564,27.5,59.1,12.2
568,564,27.5,59.2,12.2
567,557,27.5,59.2,12.2
591,561,27.5,58.9,12.2
567,558,27.5,58.9,12.2
568,557,27.5,59,12.2
591,557,27.5,59,12.2
567,557,27.5,59.2,12.2
597,584,27.5,59.2,12.2
600,585,27.5,59.1,12.2
597,557,27.5,59.1,12.2
574,585,27.5,59.1,12.2
573,560,27.5,59.1,12.2
574,557,27.5,59.4,12.2
574,558,27.5,59.4,12.2
574,584,27.4,59,12.2
574,564,27.4,59,12.2
574,564,27.5,59.2,12.2
591,564,27.5,59.2,12.2
568,567,27.5,59.2,12.2
594,563,27.5,59.2,12.2
567,566,27.5,59.1,12.2
567,567,27.5,59.1,12.2
591,590,27.5,59.1,12.2
567,567,27.5,59.1,12.2
568,567,27.5,59.2,12.2
567,561,27.5,59.2,12.2
591,557,27.5,59.1,12.2
567,557,27.5,59.1,12.2
591,584,27.5,59.2,12.2
568,561,27.5,59.2,12.2
591,557,27.5,59,12.2
567,558,27.5,59,12.2
591,560,27.5,59.1,12.2
567,560,27.5,59.1,12.2
591,557,27.6,59.5,12.2
573,557,27.6,59.5,12.2
597,560,27.5,59.3,12.2
574,558,27.5,59.3,12.2
573,584,27.5,59.4,12.2
573,561,27.5,59.4,12.2
574,585,27.5,59.3,12.2
573,567,27.5,59.3,12.2
573,567,27.5,59.4,12.2
574,567,27.5,59.4,12.2
568,567,27.4,59.1,12.2
568,564,27.4,59.1,12.2
568,590,27.5,59.3,12.2
591,590,27.5,59.3,12.2
591,563,27.5,59.1,12.2
568,564,27.5,59.1,12.2
594,567,27.5,59.2,12.2
567,590,27.5,59.2,12.2
568,564,27.5,59.1,12.2
567,567,27.5,59.1,12.2
594,567,27.5,59.2,12.2
568,584,27.5,59.2,12.2
591,584,27.5,59.3,12.2
593,561,27.5,59.3,12.2
568,558,27.5,59.6,12.2
567,561,27.5,59.6,12.2
568,558,27.5,59.2,12.2
573,561,27.5,59.2,12.2
573,584,27.5,59.5,12.2
573,560,27.5,59.5,12.2
574,557,27.5,59.4,12.2
600,584,27.5,59.4,12.2
573,584,27.5,59.4,12.2
573,564,27.5,59.4,12.2
573,564,27.4,59.5,12.2
567,563,27.4,59.5,12.2
567,564,27.5,59.5,12.2
568,563,27.5,59.5,12.2
568,591,27.5,59.4,12.2
568,564,27.5,59.4,12.2
568,558,27.4,59.8,12.2
594,557,27.4,59.8,12.2
567,557,27.5,59.6,12.2
567,558,27.5,59.6,12.2
567,557,27.5,59.6,12.2
594,561,27.5,59.6,12.2
568,561,27.6,59.5,12.2
597,557,27.6,59.5,12.2
574,558,27.5,59.5,12.2
574,558,27.5,59.5,12.2
574,558,27.5,59.2,12.2
597,561,27.5,59.2,12.2
597,558,27.6,59.5,12.2
573,563,27.6,59.5,12.2
574,564,27.5,59.6,12.2
567,564,27.5,59.6,12.2
568,564,27.5,59.6,12.2
594,567,27.5,59.6,12.2
568,564,27.6,59.9,12.2
591,591,27.6,59.9,12.2
591,563,27.5,59.4,12.2
570,567,27.5,59.4,12.2
568,567,27.5,59.5,12.2
568,558,27.5,59.5,12.2
567,558,27.5,59.4,12.2
567,557,27.5,59.4,12.2
567,560,27.4,59.5,12.2
573,558,27.4,59.5,12.2
574,561,27.5,59.5,12.2
574,557,27.5,59.5,12.2
597,557,27.5,59.6,12.2
574,557,27.5,59.6,12.2
573,557,27.5,59.3,12.2
573,564,27.5,59.3,12.2
597,567,27.5,59.4,12.2
574,590,27.5,59.4,12.2
597,563,27.5,59.5,12.2
567,590,27.5,59.5,12.2
568,566,27.5,59.4,12.2
591,563,27.5,59.4,12.2
591,566,27.5,59.6,12.2
567,564,27.5,59.6,12.2
567,590,27.5,59.3,12.2
568,563,27.5,59.3,12.2
567,564,27.5,59.3,12.2
567,557,27.5,59.3,12.2
568,560,27.5,59.3,12.2
567,560,27.5,59.3,12.2
591,557,27.6,59.4,12.2
591,557,27.6,59.4,12.2
594,557,27.5,59.4,12.2
597,558,27.5,59.4,12.2
573,584,27.6,59.4,12.2
574,560,27.6,59.4,12.2
600,560,27.5,59.5,12.2
600,584,27.5,59.5,12.2
600,584,27.6,59.5,12.2
574,560,27.6,59.5,12.2
574,567,27.5,59.3,12.2
573,563,27.5,59.3,12.2
600,567,27.6,59.3,12.2
594,564,27.6,59.3,12.2
567,566,27.5,59.4,12.2
568,590,27.5,59.4,12.2
591,563,27.6,59.7,12.2
567,567,27.6,59.7,12.2
567,559,27.5,59.1,12.2
594,590,27.5,59.1,12.2
567,564,27.5,59.4,12.2
591,557,27.5,59.4,12.2
567,558,27.5,59.2,12.2
567,558,27.5,59.2,12.2
591,560,27.5,59.6,12.2
597,557,27.5,59.6,12.2
573,584,27.5,59.6,12.2
597,558,27.5,59.6,12.2
574,557,27.5,59.6,12.2
574,557,27.5,59.6,12.2
574,564,27.5,59.6,12.2
573,563,27.5,59.6,12.2
573,564,27.4,59.7,12.2
591,566,27.4,59.7,12.2
567,563,27.6,59.4,12.2
591,590,27.6,59.4,12.2
567,590,27.5,59.2,12.2
568,563,27.5,59.2,12.2
568,558,27.5,59.5,12.2
567,584,27.5,59.5,12.2
591,560,27.5,59.6,12.2
594,558,27.5,59.6,12.2
568,560,27.5,59.4,12.2
591,560,27.5,59.4,12.2
567,561,27.5,59.8,12.2
594,561,27.5,59.8,12.2
570,557,27.5,59.8,12.2
597,558,27.5,59.8,12.2
574,561,27.5,59.9,12.2
574,558,27.5,59.9,12.2
574,558,27.5,59.7,12.2
574,557,27.5,59.7,12.2
597,557,27.6,59.8,12.2
600,560,27.6,59.8,12.2
597,558,27.5,59.5,12.2
600,558,27.5,59.5,12.2
574,584,27.5,59.7,12.2
573,585,27.5,59.7,12.2
574,584,27.5,59.6,12.2
574,558,27.5,59.6,12.2
573,558,27.5,59.6,12.2
573,567,27.5,59.6,12.2
573,567,27.6,60,12.2
597,591,27.6,60,12.2
574,563,27.5,59.6,12.2
567,564,27.5,59.6,12.2
568,564,27.5,60,12.2
594,564,27.5,60,12.2
568,563,27.5,59.8,12.2
567,564,27.5,59.8,12.2
568,567,27.5,60,12.2
591,590,27.5,60,12.2
568,564,27.6,60,12.2
567,557,27.6,60,12.2
567,560,27.5,59.7,12.2
568,584,27.5,59.7,12.2
567,584,27.6,59.7,12.2
567,558,27.6,59.7,12.2
568,560,27.5,59.8,12.2
567,560,27.5,59.8,12.2
591,561,27.6,59.6,12.2
567,557,27.6,59.6,12.2
574,560,27.6,59.7,12.2
574,558,27.6,59.7,12.2
574,557,27.6,59.7,12.2
573,584,27.6,59.7,12.2
574,561,27.6,59.4,12.2
574,564,27.6,59.4,12.2
574,564,27.5,59.7,12.2
573,563,27.5,59.7,12.2
568,590,27.5,59.5,12.2
567,590,27.5,59.5,12.2
567,564,27.5,59.6,12.2
567,564,27.5,59.6,12.2
591,591,27.4,59.8,12.2
567,564,27.4,59.8,12.2
591,563,27.6,59.9,12.2
567,591,27.6,59.9,12.2
567,567,27.5,59.7,12.2
591,590,27.5,59.7,12.2
567,591,27.5,60.1,12.2
568,564,27.5,60.1,12.2
568,590,27.5,59.6,12.2
594,563,27.5,59.6,12.2
567,566,27.5,59.6,12.2
591,564,27.5,59.6,12.2
567,564,27.6,59.7,12.2
591,557,27.6,59.7,12.2
568,557,27.6,59.8,12.2
567,584,27.6,59.8,12.2
567,557,27.5,59.7,12.2
567,584,27.5,59.7,12.2
591,561,27.6,59.8,12.2
567,561,27.6,59.8,12.2
568,584,27.6,59.7,12.2
567,584,27.6,59.7,12.2
567,557,27.5,59.9,12.2
591,557,27.5,59.9,12.2
567,557,27.6,59.7,12.2
567,560,27.6,59.7,12.2
568,557,27.6,59.5,12.2
597,558,27.6,59.5,12.2
573,558,27.6,59.9,12.2
574,558,27.6,59.9,12.2
598,584,27.6,60.2,12.2
573,560,27.6,60.2,12.2
574,557,27.6,59.9,12.2
573,585,27.6,59.9,12.2
597,560,27.6,59.8,12.2
573,558,27.6,59.8,12.2
597,557,27.6,59.9,12.2
573,557,27.6,59.9,12.2
598,557,27.5,59.7,12.2
574,567,27.5,59.7,12.2
574,589,27.6,59.7,12.2
573,591,27.6,59.7,12.2
574,563,27.5,59.5,12.2
574,566,27.5,59.5,12.2
597,567,27.5,59.9,12.2
573,563,27.5,59.9,12.2
600,566,27.5,59.7,12.2
573,567,27.5,59.7,12.2
597,564,27.6,59.8,12.2
594,591,27.6,59.8,12.2
574,564,27.6,60,12.2
567,567,27.6,60,12.2
568,563,27.5,60,12.2
567,563,27.5,60,12.2
568,591,27.6,59.8,12.2
567,564,27.6,59.8,12.2
568,567,27.5,59.8,12.2
594,591,27.5,59.8,12.2
568,567,27.6,59.7,12.2
591,567,27.6,59.7,12.2
591,567,27.6,59.6,12.2
567,558,27.6,59.6,12.2
568,561,27.6,60,12.2
567,558,27.6,60,12.2
567,558,27.5,60,12.2
567,557,27.5,60,12.2
567,558,27.6,60.3,12.2
567,558,27.6,60.3,12.2
573,557,27.6,59.8,12.2
600,557,27.6,59.8,12.2
573,558,27.6,60,12.2
574,560,27.6,60,12.2
574,558,27.6,59.8,12.2
573,585,27.6,59.8,12.2
574,557,27.6,59.7,12.2
574,567,27.6,59.7,12.2
573,564,27.5,59.7,12.2
573,564,27.5,59.7,12.2
597,564,27.5,59.6,12.2
573,563,27.5,59.6,12.2
571,590,27.6,59.8,12.2
567,590,27.6,59.8,12.2
591,567,27.6,60,12.2
567,564,27.6,60,12.2
568,590,27.6,59.6,12.2
567,590,27.6,59.6,12.2
567,564,27.6,59.6,12.2
594,563,27.6,59.6,12.2
568,563,27.5,59.9,12.2
568,591,27.5,59.9,12.2
568,564,27.5,60,12.2
567,566,27.5,60,12.2
591,564,27.6,60,12.2
567,557,27.6,60,12.2
568,558,27.5,59.9,12.2
567,566,27.5,59.9,12.2
591,564,27.6,60,12.2
567,557,27.6,60,12.2
591,560,27.5,60,12.2
567,561,27.5,60,12.2
568,557,27.6,59.9,12.2
567,557,27.6,59.9,12.2
568,557,27.6,59.9,12.2
567,557,27.6,59.9,12.2
568,560,27.6,60,12.2
567,557,27.6,60,12.2
568,557,27.6,60,12.2
573,560,27.6,60,12.2
574,558,27.6,60.2,12.2
574,557,27.6,60.2,12.2
574,560,27.5,59.8,12.2
573,557,27.5,59.8,12.2
574,584,27.6,59.8,12.2
597,560,27.6,59.8,12.2
574,564,27.6,60.2,12.2
597,590,27.6,60.2,12.2
598,590,27.5,60.2,12.2
573,567,27.5,60.2,12.2
573,564,27.6,59.8,12.2
567,567,27.6,59.8,12.2
591,563,27.6,60.3,12.2
568,563,27.6,60.3,12.2
568,564,27.7,60.1,12.2
567,567,27.7,60.1,12.2
567,564,27.6,60.1,12.2
570,557,27.6,60.1,12.2
567,558,27.6,60.2,12.2
567,557,27.6,60.2,12.2
567,558,27.6,60.4,12.2
568,560,27.6,60.4,12.2
594,558,27.7,60.1,12.2
567,557,27.7,60.1,12.2
591,558,27.6,60.2,12.2
600,584,27.6,60.2,12.2
591,557,27.6,60.1,12.2
574,584,27.6,60.1,12.2
574,557,27.6,60.1,12.2
574,584,27.6,60.1,12.2
574,584,27.6,60.1,12.2
573,591,27.6,60.1,12.2
601,564,27.6,60.1,12.2
567,564,27.6,60.1,12.2
567,566,27.6,60.2,12.2
567,590,27.6,60.2,12.2
591,564,27.6,60,12.2
594,567,27.6,60,12.2
591,564,27.6,60.3,12.2
567,564,27.6,60.3,12.2
567,563,27.6,60.1,12.2
567,558,27.6,60.1,12.2
568,561,27.5,60.2,12.2
567,557,27.5,60.2,12.2
591,560,27.6,60.1,12.2
574,557,27.6,60.1,12.2
574,558,27.6,60.4,12.2
574,557,27.6,60.4,12.2
574,584,27.6,60.3,12.2
574,585,27.6,60.3,12.2
574,584,27.6,60,12.2
574,584,27.6,60,12.2
574,558,27.6,59.8,12.2
573,557,27.6,59.8,12.2
597,563,27.6,60,12.2
573,564,27.6,60,12.2
573,566,27.6,60.5,12.2
600,591,27.6,60.5,12.2
597,590,27.6,60.2,12.2
597,563,27.6,60.2,12.2
597,590,27.6,60.1,12.2
567,590,27.6,60.1,12.2
568,590,27.6,60,12.2
567,563,27.6,60,12.2
568,567,27.6,60.2,12.2
567,564,27.6,60.2,12.2
568,590,27.7,60.1,12.2
568,566,27.7,60.1,12.2
567,563,27.6,60.3,12.2
594,557,27.6,60.3,12.2
567,584,27.6,60,12.2
567,560,27.6,60,12.2
567,584,27.6,60.1,12.2
568,561,27.6,60.1,12.2
567,557,27.6,60.4,12.2
591,557,27.6,60.4,12.2
594,560,27.7,59.7,12.2
591,557,27.7,59.7,12.2
568,584,27.6,60.5,12.2
568,585,27.6,60.5,12.2
568,558,27.6,59.9,12.2
591,557,27.6,59.9,12.2
567,557,27.6,60.1,12.2
574,584,27.6,60.1,12.2
597,560,27.6,60.4,12.2
597,558,27.6,60.4,12.2
600,560,27.6,60.6,12.2
573,558,27.6,60.6,12.2
598,584,27.6,60.3,12.2
573,558,27.6,60.3,12.2
574,558,27.7,60.4,12.2
597,557,27.7,60.4,12.2
574,557,27.6,60.5,12.2
597,560,27.6,60.5,12.2
574,557,27.6,60.8,12.2
576,590,27.6,60.8,12.2
574,564,27.7,60.6,12.2
574,564,27.7,60.6,12.2
574,563,27.7,60.5,12.2
573,563,27.7,60.5,12.2
573,564,27.6,60.3,12.2
573,563,27.6,60.3,12.2
574,563,27.7,60.4,12.2
568,564,27.7,60.4,12.2
594,564,27.5,60.7,12.2
573,564,27.5,60.7,12.2
600,566,27.6,60.5,12.2
573,591,27.6,60.5,12.2
574,564,27.6,60.6,12.2
574,591,27.6,60.6,12.2
597,564,27.7,60.5,12.2
573,563,27.7,60.5,12.2
574,564,27.6,60.3,12.2
567,564,27.6,60.3,12.2
568,564,27.6,60.6,12.2
591,564,27.6,60.6,12.2
567,566,27.6,60.6,12.2
567,591,27.6,60.6,12.2
594,564,27.6,60.5,12.2
567,567,27.6,60.5,12.2
594,564,27.7,60.6,12.2
594,563,27.7,60.6,12.2
567,564,27.6,60.5,12.2
591,564,27.6,60.5,12.2
591,567,27.6,60.1,12.2
567,564,27.6,60.1,12.2
568,567,27.6,60.6,12.2
591,566,27.6,60.6,12.2
591,564,27.6,60.1,12.2
567,561,27.6,60.1,12.2
591,584,27.6,60.2,12.2
567,558,27.6,60.2,12.2
568,558,27.6,60.3,12.2
567,560,27.6,60.3,12.2
591,557,27.6,60.2,12.2
568,560,27.6,60.2,12.2
591,557,27.7,60.4,12.2
591,557,27.7,60.4,12.2
591,558,27.7,60.3,12.2
567,557,27.7,60.3,12.2
591,558,27.7,60.3,12.2
591,557,27.7,60.3,12.2
567,558,27.6,60.5,12.2
567,557,27.6,60.5,12.2
567,557,27.6,60.4,12.2
597,560,27.6,60.4,12.2
598,557,27.6,60.5,12.2
573,558,27.6,60.5,12.2
598,560,27.6,60.5,12.2
573,560,27.6,60.5,12.2
573,557,27.7,60.4,12.2
597,584,27.7,60.4,12.2
573,560,27.7,60.3,12.2
597,557,27.7,60.3,12.2
573,560,27.7,60.4,12.2
600,557,27.7,60.4,12.2
574,584,27.6,60.3,12.2
